objectid,title,creator,date,color,description,subject,extent,size,medium,frame status,mat status,source,identifier,format,rights,rightsstatement,available,display_template,object_location,filename,image_small,image_thumb,image_alt_text,dominant color,Copies,Location,Donor if know,type,display_template
artloanprogram_00134,Flower and Butterflies,Unknown,,color,Print of butterflies flying around flowers.,flower ; butterfly,14 5/8 in. 13 7/8 in.,,print,Framed,Matted,"Art Loan, box 7, item 2",artloan_b7_0002,image/jpg,,,yes,image,/objects/artloan_b7_0002.jpg,artloan_b7_0002.jpg,/objects/small/artloan_b7_0002_sm.jpg,/objects/thumbs/artloan_b7_0002_th.jpg,,,,,,,
artloanprogram_00135,"Old Store Front, Limerick 70","Depor, John H",,black-and-white,Print of an abandoned storefront with clouds behind it.,building ; brick ; sky ; clouds,8 2/8 in. x 6 2/8,,print,Framed,Matted,"Art Loan, box 7, item 3",artloan_b7_0003,image/jpg,,,yes,image,/objects/artloan_b7_0003.jpg,artloan_b7_0003.jpg,/objects/small/artloan_b7_0003_sm.jpg,/objects/thumbs/artloan_b7_0003_th.jpg,,,,,,,
artloanprogram_00136,Flower and Butterflies,Unknown,,color,Print of butterflies flying around a cherry blossom branch.,flower ; butterfly,14 5/8 in. 13 7/8 in.,,print,Framed,Matted,"Art Loan, box 7, item 4",artloan_b7_0004,image/jpg,,,yes,image,/objects/artloan_b7_0004.jpg,artloan_b7_0004.jpg,/objects/small/artloan_b7_0004_sm.jpg,/objects/thumbs/artloan_b7_0004_th.jpg,,,,,,,
artloanprogram_00137,Marianne Moore Letterhead,Unknown,1990,color,Envelopes and Stamps depicting Marianne Moore,Marianne Moore ; stamp ; letter ; dragon ; Bryn Mawr,11 1/8 in. x 12 5/8 in.,,print,Framed,Matted,"Art Loan, box 7, item 5",artloan_b7_0005,image/jpg,,,yes,image,/objects/artloan_b7_0005.jpg,artloan_b7_0005.jpg,/objects/small/artloan_b7_0005_sm.jpg,/objects/thumbs/artloan_b7_0005_th.jpg,,,,,,,
artloanprogram_00138,Salt Cove,Siri Beckman,1990,black-and-white,Print of an over turned rowboat with two towels that say 'Salt'. Beyond the rowboat is a cove with multiple sailboats on still water.,beach ; water ; boat ; nature,10 2/8 in. x 14 2/8 in.,,print,Framed,Matted,"Art Loan, box 7, item 6",artloan_b7_0006,image/jpg,,,yes,image,/objects/artloan_b7_0006.jpg,artloan_b7_0006.jpg,/objects/small/artloan_b7_0006_sm.jpg,/objects/thumbs/artloan_b7_0006_th.jpg,,,,,,,
artloanprogram_00139,Venus Fly Trap,Maxine Robinson,,color,Drawing of a potted venus fly trap.,plant,11 2/8 in. x 14 2/8 in.,,drawing,Framed,Matted,"Art Loan, box 7, item 7",artloan_b7_0007,image/jpg,,,yes,image,/objects/artloan_b7_0007.jpg,artloan_b7_0007.jpg,/objects/small/artloan_b7_0007_sm.jpg,/objects/thumbs/artloan_b7_0007_th.jpg,,,,,,,
artloanprogram_00140,Children Pulling Wagon,Eileen A Soper,,black-and-white,Drawing of children racing wagons down a village street.,children ; wagon ; tree,14 2/8 in. x 11 2/8 in.,,drawing,Framed,Matted,"Art Loan, box 7, item 8",artloan_b7_0008,image/jpg,,,yes,image,/objects/artloan_b7_0008.jpg,artloan_b7_0008.jpg,/objects/small/artloan_b7_0008_sm.jpg,/objects/thumbs/artloan_b7_0008_th.jpg,,,,,,,
artloanprogram_00141,Edge of The City,Rosylyn Rose,,black-and-white,Print of a child fishing off the edge of a building.,child ; fishing ; city,10 6/8 in. x 13 6/8 in.,,print,Framed,Matted,"Art Loan, box 7, item 9",artloan_b7_0009,image/jpg,,,yes,image,/objects/artloan_b7_0009.jpg,artloan_b7_0009.jpg,/objects/small/artloan_b7_0009_sm.jpg,/objects/thumbs/artloan_b7_0009_th.jpg,,,,,,,
artloanprogram_00142,Circle of Life,Cecil Youngfox,,color,Print of a boy kneeling next to a ball of ducks.,person ; duck ; goose,13 2/8 in. x 10 6/8 in.,,print,Framed,Matted,"Art Loan, box 7, item 10",artloan_b7_0010,image/jpg,,,yes,image,/objects/artloan_b7_0010.jpg,artloan_b7_0010.jpg,/objects/small/artloan_b7_0010_sm.jpg,/objects/thumbs/artloan_b7_0010_th.jpg,,,,,,,
artloanprogram_00143,Guerrero,G. S. De Silva,1962,yes,textured print of man/warrior on horse,animals ; figures,15 7/8 in x 19 7/8 in,medium,etching with aquatint,Not Framed,Matted,"Art Loan, folder 8, item 1",artloan_f8_0001,image/jpg,,,yes,image,/objects/artloan_f8_0001.jpg,artloan_f8_0001.jpg,/objects/small/artloan_f8_0001_sm.jpg,/objects/thumbs/artloan_f8_0001_th.jpg,,multicolor,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00144,Eight Bells,Winslow Homer,1975,no,"reproduction after painting, two mariners at sea",seascape ; figures ; labor,21 1/8 in x 25 5/8 in,medium,Graphophile intaglio,Not Framed,Not Matted,"Art Loan, folder 8, item 2",artloan_f8_0002,image/jpg,,,yes,image,/objects/artloan_f8_0002.jpg,artloan_f8_0002.jpg,/objects/small/artloan_f8_0002_sm.jpg,/objects/thumbs/artloan_f8_0002_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00145,Washing Day,Jean Jansem,,no,people gathered among clotheslines,figures ; labor ; women,19 7/8 in x 25 3/8 in,medium,watercolor and ink,Not Framed,Not Matted,"Art Loan, folder 8, item 3",artloan_f8_0003,image/jpg,,,yes,image,/objects/artloan_f8_0003.jpg,artloan_f8_0003.jpg,/objects/small/artloan_f8_0003_sm.jpg,/objects/thumbs/artloan_f8_0003_th.jpg,,green,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00146,Aspects of Suburban Life - Polo Spill,Paul Cadmus,,no,chaotic scene of polo game,figures ; modernist,10 1/8 in x 8 1/8 in,small,reproduction from book,Not Framed,Not Matted,"Art Loan, folder 8, item 4",artloan_f8_0004,image/jpg,,,yes,image,/objects/artloan_f8_0004.jpg,artloan_f8_0004.jpg,/objects/small/artloan_f8_0004_sm.jpg,/objects/thumbs/artloan_f8_0004_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00147,Pierrot und Maske,Max Beckmann,1923,no,clown and puppet,figures ; modernist ; expressionist,12 3/8 in x16.5 in,medium,photomechanical reproduction,Not Framed,Matted,"Art Loan, folder 8, item 5",artloan_f8_0005,image/jpg,,,yes,image,/objects/artloan_f8_0005.jpg,artloan_f8_0005.jpg,/objects/small/artloan_f8_0005_sm.jpg,/objects/thumbs/artloan_f8_0005_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00149,"Rachy Shore, East Pond, Maine",Inga Denton,1977,no,tree and dock overlooking lake,water ; boats ; realist ; landscape,17 7/8 in x 12 in,medium,watercolor and ink,Not Framed,Not Matted,"Art Loan, folder 8, item 7",artloan_f8_0007,image/jpg,,,yes,image,/objects/artloan_f8_0007.jpg,artloan_f8_0007.jpg,/objects/small/artloan_f8_0007_sm.jpg,/objects/thumbs/artloan_f8_0007_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00150,Courtyard in Santa Monica,Gertrude K. Samuel,1954,no,Spanish-style courtyard w/ plants & buildings,landscape,19 7/8 in x 13 1/8 in,medium,drawing,Not Framed,Not Matted,"Art Loan, folder 8, item 8",artloan_f8_0008,image/jpg,,,yes,image,/objects/artloan_f8_0008.jpg,artloan_f8_0008.jpg,/objects/small/artloan_f8_0008_sm.jpg,/objects/thumbs/artloan_f8_0008_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00151,Men Sitting on Bench,,,no,suited men sitting on a bench,figures ; realist,17 7/8 in x12 6/8 in,medium,print,Not Framed,Matted,"Art Loan, folder 8, item 9",artloan_f8_0009,image/jpg,,,yes,image,/objects/artloan_f8_0009.jpg,artloan_f8_0009.jpg,/objects/small/artloan_f8_0009_sm.jpg,/objects/thumbs/artloan_f8_0009_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00153,Chinese Lake and Mountains,,,yes,"Chinese painting of lakes, mountains, and people",nature ; landscape,8 in x 11 7/8 in,small,"ink and paint on paper, mounted on silk",Not Framed,Not Matted,"Art Loan, folder 8, item 11",artloan_f8_0011,image/jpg,,,yes,image,/objects/artloan_f8_0011.jpg,artloan_f8_0011.jpg,/objects/small/artloan_f8_0011_sm.jpg,/objects/thumbs/artloan_f8_0011_th.jpg,,green ; blue,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00154,Pushcart Shopper,Oscar Weissbuch,,no,Person shopping at produce cart,figures ; labor,8.5 in x 12.5 in,small,aquatint,Not Framed,Not Matted,"Art Loan, folder 8, item 12",artloan_f8_0012,image/jpg,,,yes,image,/objects/artloan_f8_0012.jpg,artloan_f8_0012.jpg,/objects/small/artloan_f8_0012_sm.jpg,/objects/thumbs/artloan_f8_0012_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00155,L'enfant,Andre Derain (after),1968,no,Three Greek figures in red-figure style,figures ; literary,12 5/8 in x 16 5/8 in,medium,linocut with stamped signature,Not Framed,Not Matted,"Art Loan, folder 8, item 13",artloan_f8_0013,image/jpg,,,yes,image,/objects/artloan_f8_0013.jpg,artloan_f8_0013.jpg,/objects/small/artloan_f8_0013_sm.jpg,/objects/thumbs/artloan_f8_0013_th.jpg,,red,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00156,Upper Class Society,Marjory H. Collison (Nelms),,no,group of people,figures ; leisure,14 5/8 in x 19 in,medium,lithograph,Not Framed,Not Matted,"Art Loan, folder 8, item 14",artloan_f8_0014,image/jpg,,,yes,image,/objects/artloan_f8_0014.jpg,artloan_f8_0014.jpg,/objects/small/artloan_f8_0014_sm.jpg,/objects/thumbs/artloan_f8_0014_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00157,"Eastgate, Chester",publ. Arthur Greatorex,1929,no,"Street in Chester, England",cityscape ; figures,17 7/8 in x 15 7/8 in,medium,etching,Not Framed,Matted,"Art Loan, folder 8, item 15",artloan_f8_0015,image/jpg,,,yes,image,/objects/artloan_f8_0015.jpg,artloan_f8_0015.jpg,/objects/small/artloan_f8_0015_sm.jpg,/objects/thumbs/artloan_f8_0015_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00158,Chamière in Brittany,Urbain Hutchet,,yes,"abstract house in Brittany, France",landscape ; leisure,14.5 in x 12 3/8 in,small,lithograph,Not Framed,Matted,"Art Loan, folder 8, item 16",artloan_f8_0016,image/jpg,,,yes,image,/objects/artloan_f8_0016.jpg,artloan_f8_0016.jpg,/objects/small/artloan_f8_0016_sm.jpg,/objects/thumbs/artloan_f8_0016_th.jpg,,multicolor,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00159,Le Café de la Poste,Urbain Hutchet,,yes,"abstract street in France w/ shops, people",figures ; leisure,14.5 in x 12 3/8 in,small,lithograph,Not Framed,Matted,"Art Loan, folder 8, item 17",artloan_f8_0017,image/jpg,,,yes,image,/objects/artloan_f8_0017.jpg,artloan_f8_0017.jpg,/objects/small/artloan_f8_0017_sm.jpg,/objects/thumbs/artloan_f8_0017_th.jpg,,multicolor,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00160,Whisper of the Wind,Elton Bennett,,yes,"silhouette of people, trees against blue sky",trees ; landscape ; expressionist,25 in x 19 in,medium,painting,Not Framed,Not Matted,"Art Loan, folder 8, item 18",artloan_f8_0018,image/jpg,,,yes,image,/objects/artloan_f8_0018.jpg,artloan_f8_0018.jpg,/objects/small/artloan_f8_0018_sm.jpg,/objects/thumbs/artloan_f8_0018_th.jpg,,blue,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00161,Westchester Landscape,Charles Frederick William Mielatz,,no,nature landscape with path and body of water,landscape ; trees,19 1/8 in x 18.5 in,medium,drawing,Not Framed,Not Matted,"Art Loan, folder 8, item 19",artloan_f8_0019,image/jpg,,,yes,image,/objects/artloan_f8_0019.jpg,artloan_f8_0019.jpg,/objects/small/artloan_f8_0019_sm.jpg,/objects/thumbs/artloan_f8_0019_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00162,Worker Woman with Sleeping Child,Kathe Kollwitz,1927,no,Woman and sleeping child,figures ; women,16 3/8 in x 19 3/8 in,medium,"photomechanical reproduction, from book page",Not Framed,Matted,"Art Loan, folder 8, item 20",artloan_f8_0020,image/jpg,,,yes,image,/objects/artloan_f8_0020.jpg,artloan_f8_0020.jpg,/objects/small/artloan_f8_0020_sm.jpg,/objects/thumbs/artloan_f8_0020_th.jpg,,black,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00163,Town Square,Bowan?,,yes,Town square with restaurants,cityscape ; figures ; realist,9 6/8 in x 13 1/8 in,small,color lithograph,Not Framed,Not Matted,"Art Loan, folder 8, item 21",artloan_f8_0021,image/jpg,,,yes,image,/objects/artloan_f8_0021.jpg,artloan_f8_0021.jpg,/objects/small/artloan_f8_0021_sm.jpg,/objects/thumbs/artloan_f8_0021_th.jpg,,blue,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00164,Estudio 1,,,yes,Blue person on orange background,figures ; expressionist,13.5 in x 19.5 in,medium,print,Not Framed,Not Matted,"Art Loan, folder 8, item 22",artloan_f8_0022,image/jpg,,,yes,image,/objects/artloan_f8_0022.jpg,artloan_f8_0022.jpg,/objects/small/artloan_f8_0022_sm.jpg,/objects/thumbs/artloan_f8_0022_th.jpg,,orange,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00165,Forest,Anna Ticho,1960,yes,Forest with blue highlights,trees ; nature,14 in. x 15 in.,medium,color etching,Not Framed,Matted,"Art Loan, box 9, item 1",artloan_b9_0001,image/jpg,,,yes,image,/objects/artloan_b9_0001.jpg,artloan_b9_0001.jpg,/objects/small/artloan_b9_0001_sm.jpg,/objects/thumbs/artloan_b9_0001_th.jpg,,black,,CC3_FF_Drawer1,,,
artloanprogram_00166,The Children,Joan Purcell,,yes,Children feeding rabbits,figures ; animals,7 6/8 in. x 6 6/8 in.,small,color etching,Not Framed,Not Matted,"Art Loan, box 9, item 2",artloan_b9_0002,image/jpg,,,yes,image,/objects/artloan_b9_0002.jpg,artloan_b9_0002.jpg,/objects/small/artloan_b9_0002_sm.jpg,/objects/thumbs/artloan_b9_0002_th.jpg,,orange,,CC3_FF_Drawer1,,,
artloanprogram_00167,Yellow Flowers,Rosenhouse,,yes,Print of yellow flowers,flowers,5 5/8 in. x 8 4/8 in.,small,aquatint,Not Framed,Not Matted,"Art Loan, box 9, item 3",artloan_b9_0003,image/jpg,,,yes,image,/objects/artloan_b9_0003.jpg,artloan_b9_0003.jpg,/objects/small/artloan_b9_0003_sm.jpg,/objects/thumbs/artloan_b9_0003_th.jpg,,yellow,,CC3_FF_Drawer1,,,
artloanprogram_00168,Hudson Highlands Under Snow,Harry Wickey,1934,no,Drawing of the snow covered banks of the Hudson river.,landscape ; nature,14 1/8 in. 11 4/8 in.,small,etching with drypoint,Not Framed,Matted,"Art Loan, box 9, item 4",artloan_b9_0004,image/jpg,,,yes,image,/objects/artloan_b9_0004.jpg,artloan_b9_0004.jpg,/objects/small/artloan_b9_0004_sm.jpg,/objects/thumbs/artloan_b9_0004_th.jpg,,black,,CC3_FF_Drawer1,,,
artloanprogram_00169,Colorful City Street,,,yes,Print of a city alleyway with pastel colors,cityscape,9 in. x 12 in.,small,color etching,Not Framed,Matted,"Art Loan, box 9, item 5",artloan_b9_0005,image/jpg,,,yes,image,/objects/artloan_b9_0005.jpg,artloan_b9_0005.jpg,/objects/small/artloan_b9_0005_sm.jpg,/objects/thumbs/artloan_b9_0005_th.jpg,,blue,,CC3_FF_Drawer2,,,
artloanprogram_00170,Hill overlooking City,Josef Sahula,,yes,Print of a rocky hill with trees overlooking a town,landscape ; nature,11 5/8 in. x 15 7/8 in.,medium,color lithograph,Not Framed,Not Matted,"Art Loan, box 9, item 6",artloan_b9_0006,image/jpg,,,yes,image,/objects/artloan_b9_0006.jpg,artloan_b9_0006.jpg,/objects/small/artloan_b9_0006_sm.jpg,/objects/thumbs/artloan_b9_0006_th.jpg,,multicolor,,CC3_FF_Drawer2,,,
artloanprogram_00171,,Anna Roberta,1969,no,Artist's proof of a sitting woman embracing a standing man. The table she sits at has a tea set and a cat,figures ; women ; interior,9 6/8 in. x 12 in.,small,etching,Not Framed,Not Matted,"Art Loan, box 9, item 7",artloan_b9_0007,image/jpg,,,yes,image,/objects/artloan_b9_0007.jpg,artloan_b9_0007.jpg,/objects/small/artloan_b9_0007_sm.jpg,/objects/thumbs/artloan_b9_0007_th.jpg,,black,,CC3_FF_Drawer2,,,
artloanprogram_00172,Women Resting,Tofino?,1969,no,Two abstracted naked women. One is sitting on a rock and the other is standing contraposto and covering herself with a leaf,figures ; abstract ; women ; landscape,16 4/8 in. x 13 in.,medium,drawing,Not Framed,Not Matted,"Art Loan, box 9, item 8",artloan_b9_0008,image/jpg,,,yes,image,/objects/artloan_b9_0008.jpg,artloan_b9_0008.jpg,/objects/small/artloan_b9_0008_sm.jpg,/objects/thumbs/artloan_b9_0008_th.jpg,,black,,CC3_FF_Drawer2,,,
artloanprogram_00173,Geometric City Arch,Lowell Nesbitt,1971,no,Print showing a city archway with debris on ground. There is a silver geometric grid overlaid on top.,cityscape,17 4/8 in. x 14 in.,medium,silkscreen,Not Framed,Not Matted,"Art Loan, box 9, item 9",artloan_b9_0009,image/jpg,,,yes,image,/objects/artloan_b9_0009.jpg,artloan_b9_0009.jpg,/objects/small/artloan_b9_0009_sm.jpg,/objects/thumbs/artloan_b9_0009_th.jpg,,black,,CC3_FF_Drawer2,,,
artloanprogram_00174,Clown of Mystery,Louis Pessolaus,1965,no,Print of a figure mostly obscured in shadow.,figures,6 7/8 in. x 10 4/8 in.,small,etching,Not Framed,Not Matted,"Art Loan, box 9, item 10",artloan_b9_0010,image/jpg,,,yes,image,/objects/artloan_b9_0010.jpg,artloan_b9_0010.jpg,/objects/small/artloan_b9_0010_sm.jpg,/objects/thumbs/artloan_b9_0010_th.jpg,,black,,CC3_FF_Drawer2,,,
artloanprogram_00175,Woman Pulling Back Hair,Helen Henry,1958,no,Painting of a woman pulling her hair back.,figures ; women,10 2/8 in. x 13 in.,medium,painting,Not Framed,Not Matted,"Art Loan, box 9, item 11",artloan_b9_0011,image/jpg,,,yes,image,/objects/artloan_b9_0011.jpg,artloan_b9_0011.jpg,/objects/small/artloan_b9_0011_sm.jpg,/objects/thumbs/artloan_b9_0011_th.jpg,,black,,CC3_FF_Drawer2,,,
artloanprogram_00176,Fragment of Woman,P Gast,1973,yes,Painting of a multicolored abstracted woman.,figures ; women,14 in. x 16 5/8 in.,medium,watercolor,Not Framed,Matted,"Art Loan, box 9, item 12",artloan_b9_0012,image/jpg,,,yes,image,/objects/artloan_b9_0012.jpg,artloan_b9_0012.jpg,/objects/small/artloan_b9_0012_sm.jpg,/objects/thumbs/artloan_b9_0012_th.jpg,,multicolor,,CC3_FF_Drawer2,,,
artloanprogram_00177,Sundown,Ross Abrams,1956,yes,Abstract painting of a sunset.,nature ; abstract ; trees,11 4/8 in. x 14 2/8 in.,small,stencil print,Not Framed,Matted,"Art Loan, box 9, item 13",artloan_b9_0013,image/jpg,,,yes,image,/objects/artloan_b9_0013.jpg,artloan_b9_0013.jpg,/objects/small/artloan_b9_0013_sm.jpg,/objects/thumbs/artloan_b9_0013_th.jpg,,yellow,,CC3_FF_Drawer2,,,
artloanprogram_00178,Before the Lance II,Pablo Picasso,1959,yes,Reproduction print of a bull fighter waving a cape at a bull while a man on a horse holds a spear.,modernist ; figures ; animals,15 in. x 12 4/8 in.,medium,photomechanical reproduction of linocut,Not Framed,Not Matted,"Art Loan, box 9, item 14",artloan_b9_0014,image/jpg,,,yes,image,/objects/artloan_b9_0014.jpg,artloan_b9_0014.jpg,/objects/small/artloan_b9_0014_sm.jpg,/objects/thumbs/artloan_b9_0014_th.jpg,,red,,CC3_FF_Drawer2,,,
artloanprogram_00179,Paris,Janicotte,,yes,Painting of a parisian river with shoppers on one side and a grand building on the other,cityscape ; boats ; figures ; leisure,16 in. x 13 5/8 in.,medium,watercolor,Not Framed,Matted,"Art Loan, box 9, item 15",artloan_b9_0015,image/jpg,,,yes,image,/objects/artloan_b9_0015.jpg,artloan_b9_0015.jpg,/objects/small/artloan_b9_0015_sm.jpg,/objects/thumbs/artloan_b9_0015_th.jpg,,green,,CC3_FF_Drawer2,,,
artloanprogram_00180,Tattoed Horse,Unknown,,yes,Print of a yellow horse covered in illustrations.,animals,12 4/8 in. x 12 6/8 in.,small,reproduction print,Not Framed,Matted,"Art Loan, box 9, item 16",artloan_b9_0016,image/jpg,,,yes,image,/objects/artloan_b9_0016.jpg,artloan_b9_0016.jpg,/objects/small/artloan_b9_0016_sm.jpg,/objects/thumbs/artloan_b9_0016_th.jpg,,yellow ; black,,CC3_FF_Drawer2,,,
artloanprogram_00181,At Depoa Bay On.,Joseph Mayule?,,yes,Drawing of the underside of a bridge. There are two large sailboats floating on the river.,water ; boats ; landscape,15 3/8 in. x 12 1/8 in.,medium,aquatint,Not Framed,Matted,"Art Loan, box 9, item 17",artloan_b9_0017,image/jpg,,,yes,image,/objects/artloan_b9_0017.jpg,artloan_b9_0017.jpg,/objects/small/artloan_b9_0017_sm.jpg,/objects/thumbs/artloan_b9_0017_th.jpg,,blue,,CC3_FF_Drawer2,,,
artloanprogram_00182,Carcasonne,Heline Richy,,no,Print of castle walls.,realist ; landscape,9 7/8 in. x 13 6/8 in.,small,etching with aquatint,Not Framed,Matted,"Art Loan, box 9, item 18",artloan_b9_0018,image/jpg,,,yes,image,/objects/artloan_b9_0018.jpg,artloan_b9_0018.jpg,/objects/small/artloan_b9_0018_sm.jpg,/objects/thumbs/artloan_b9_0018_th.jpg,,black,,CC3_FF_Drawer2,,,
artloanprogram_00183,Men and Woman,Unknown,,no,Drawing of two men and a woman. One man is wearing a farmer's hat and the other is wearing a police-man's hat.,figures,13 2/8 in. x 17 6/8 in.,medium,lithograph,Not Framed,Not Matted,"Art Loan, box 9, item 19",artloan_b9_0019,image/jpg,,,yes,image,/objects/artloan_b9_0019.jpg,artloan_b9_0019.jpg,/objects/small/artloan_b9_0019_sm.jpg,/objects/thumbs/artloan_b9_0019_th.jpg,,black,,CC3_FF_Drawer2,,,
artloanprogram_00184,"Coenties Slip, NY, 1878",F Leo Hunter,1878,no,Drawing of Coenties Slip Harbor with boats and dock.,boats ; water,16 in. x 13 2/8 in.,medium,etching,Not Framed,Not Matted,"Art Loan, box 9, item 20",artloan_b9_0020,image/jpg,,,yes,image,/objects/artloan_b9_0020.jpg,artloan_b9_0020.jpg,/objects/small/artloan_b9_0020_sm.jpg,/objects/thumbs/artloan_b9_0020_th.jpg,,black,,CC3_FF_Drawer2,,,
artloanprogram_00185,"Man with Mustache, from The Reincarnation of Father Ubu,",Georges Rouault,1918,no,Portrait of moustached man,figures ; expressionist,13 3/8 in. x 18 2/8 in.,medium,aquatint,Not Framed,Matted,"Art Loan, folder 10, item 1",artloan_f10_0001,image/jpg,,,yes,image,/objects/artloan_f10_0001.jpg,artloan_f10_0001.jpg,/objects/small/artloan_f10_0001_sm.jpg,/objects/thumbs/artloan_f10_0001_th.jpg,,black,,CC3_FF_Drawer8_Folder 10,,,
artloanprogram_00186,L'Heure Reservee a L'Artiste,Unknown,,no,Harbor scene with sailboat surrounded by rowhouses,boats ; water ; seascape,20 in x 16 in,medium,lithograph,Not Framed,Matted,"Art Loan, folder 10, item 2",artloan_f10_0002,image/jpg,,,yes,image,/objects/artloan_f10_0002.jpg,artloan_f10_0002.jpg,/objects/small/artloan_f10_0002_sm.jpg,/objects/thumbs/artloan_f10_0002_th.jpg,,gray,,CC3_FF_Drawer8_Folder 10,,,
artloanprogram_00188,Men on Horseback,Henri de Toulouse- Lautrec,1949,yes,"Three men on horseback in military uniforms of various countries. One is holding a red, white, and blue flag. One figure is possibly Napoleon.",figures ; animals ; modernist,16 in. x 22 in.,medium,photomechanical reproduction,Not Framed,Matted,"Art Loan, folder 10, item 4",artloan_f10_0004,image/jpg,,,yes,image,/objects/artloan_f10_0004.jpg,artloan_f10_0004.jpg,/objects/small/artloan_f10_0004_sm.jpg,/objects/thumbs/artloan_f10_0004_th.jpg,,multicolor,,CC3_FF_Drawer8_Folder 10,,,
artloanprogram_00189,Scribbled Portrait of Man,Klee,,no,portrait of man in scribbled drawn style,figures ; expressionist,16 in x 19 in,medium,photomechanical reproduction,Not Framed,Matted,"Art Loan, folder 10, item 5",artloan_f10_0005,image/jpg,,,yes,image,/objects/artloan_f10_0005.jpg,artloan_f10_0005.jpg,/objects/small/artloan_f10_0005_sm.jpg,/objects/thumbs/artloan_f10_0005_th.jpg,,grey,,,,,
artloanprogram_00190,The Remains,Stephen Martin,,no,Print of abstracted men standing on a broken car,figures ; expressionist,24 in. x 29 7/8 in.,large,print,Not Framed,Matted,"Art Loan, folder 10, item 6",artloan_f10_0006,image/jpg,,,yes,image,/objects/artloan_f10_0006.jpg,artloan_f10_0006.jpg,/objects/small/artloan_f10_0006_sm.jpg,/objects/thumbs/artloan_f10_0006_th.jpg,,black,,CC3_FF_Drawer8_Folder 10,,,
artloanprogram_00191,Homosassa River,Winslow Homer,1904,yes,"photomechanical reproduction, watercolor of river and trees",nature ; water ; landscape ; realist,16 3/8 in x 21 6/8 in,medium,print,Not Framed,Matted,"Art Loan, folder 11, item 1",artloan_f11_0001,image/jpg,,,yes,image,/objects/artloan_f11_0001.jpg,artloan_f11_0001.jpg,/objects/small/artloan_f11_0001_sm.jpg,/objects/thumbs/artloan_f11_0001_th.jpg,,green,,CC3_FF_Drawer9_Folder 11,,,
artloanprogram_00192,Woman Bending,Byron J.,,yes,Painting of a cloaked woman in an apron bending down.,figures ; women,22 in. x 21 in.,medium,acrylic on paper,Not Framed,Matted,"Art Loan, folder 11, item 2",artloan_f11_0002,image/jpg,,,yes,image,/objects/artloan_f11_0002.jpg,artloan_f11_0002.jpg,/objects/small/artloan_f11_0002_sm.jpg,/objects/thumbs/artloan_f11_0002_th.jpg,,pink,,CC3_FF_Drawer9_Folder 11,,,
artloanprogram_00193,Epreuvre d'Artiste,Clave,,no,"mother holding a child on her lap facing a sitting man, ed. A.P.",modernist ; religious ; figures,27 6/8 in. x 19 5/8 in.,medium,lithograph,Not Framed,Matted,"Art Loan, folder 11, item 3",artloan_f11_0003,image/jpg,,,yes,image,/objects/artloan_f11_0003.jpg,artloan_f11_0003.jpg,/objects/small/artloan_f11_0003_sm.jpg,/objects/thumbs/artloan_f11_0003_th.jpg,,brown,,CC3_FF_Drawer9_Folder 11,,,
artloanprogram_00194,Scene from Don Quixote,E. Alverez,,yes,"Quijote/Soldier riding horse, man riding donkey on path, ed. 77/150",figures ; animals ; literary,15 7/8 in x 19 7/8 in,medium,lithograph,Not Framed,Not Matted,"Art Loan, folder 11, item 4",artloan_f11_0004,image/jpg,,,yes,image,/objects/artloan_f11_0004.jpg,artloan_f11_0004.jpg,/objects/small/artloan_f11_0004_sm.jpg,/objects/thumbs/artloan_f11_0004_th.jpg,,brown ; green,,CC3_FF_Drawer9_Folder 11,,,
artloanprogram_00196,Warring Horses,S. Pike ?,,yes,"Two horses, one made of vapor, and one with a sword wielding rider face eachother, ed. A.P.",animals ; figures ; modernist,20 in. x 24 in.,medium,lithograph,Not Framed,Not Matted,"Art Loan, folder 11, item 6",artloan_f11_0006,image/jpg,,,yes,image,/objects/artloan_f11_0006.jpg,artloan_f11_0006.jpg,/objects/small/artloan_f11_0006_sm.jpg,/objects/thumbs/artloan_f11_0006_th.jpg,,blue,,CC3_FF_Drawer9_Folder 11,,,
